user_id,country,rec_item_1,rec_item_2,rec_item_3,rec_item_4,rec_item_5
13480.0,United Kingdom,85038,22328,84946,21915,21755
13481.0,United Kingdom,85038,22328,84946,21915,21755
13482.0,United Kingdom,85038,22328,84946,21915,21755
13483.0,United Kingdom,85038,22328,84946,21915,21755
13484.0,United Kingdom,85038,22328,84946,21915,21755
13485.0,United Kingdom,85038,22328,84946,21915,21755
13486.0,United Kingdom,85038,22328,84946,21915,21755
13487.0,United Kingdom,85038,22328,84946,21915,21755
13488.0,United Kingdom,85038,22328,84946,21915,21755
13489.0,United Kingdom,85038,22328,84946,21915,21755
13490.0,United Kingdom,85038,22328,84946,21915,21755
13491.0,United Kingdom,85038,22328,84946,21915,21755
13492.0,Switzerland,85038,22328,84946,21915,21755
13493.0,Switzerland,85038,22328,84946,21915,21755
13494.0,United Kingdom,85038,22328,84946,21915,21755
13495.0,United Kingdom,85038,22328,84946,21915,21755
13496.0,United Kingdom,85038,22328,84946,21915,21755
13497.0,United Kingdom,85038,22328,84946,21915,21755
13498.0,United Kingdom,85038,22328,84946,21915,21755
13499.0,United Kingdom,85038,22328,84946,21915,21755
13500.0,United Kingdom,85038,22328,84946,21915,21755
13501.0,Switzerland,85038,22328,84946,21915,21755
13502.0,United Kingdom,85038,22328,84946,21915,21755
13503.0,United Kingdom,85038,22328,84946,21915,21755
13504.0,United Kingdom,85038,22328,84946,21915,21755
13505.0,Switzerland,85038,22328,21915,22548,21955
13506.0,United Kingdom,85038,22328,21915,22548,21955
13507.0,United Kingdom,85038,22328,84946,21915,21755
13508.0,United Kingdom,85038,22328,84946,21915,21755
13509.0,United Kingdom,85038,22328,84946,21915,21755
13510.0,United Kingdom,85038,22328,84946,21915,21755
13511.0,United Kingdom,85038,22328,84946,21915,21755
13512.0,United Kingdom,85038,22328,84946,21915,21755
13513.0,United Kingdom,85038,22328,84946,21915,21755
13514.0,United Kingdom,85038,22328,21915,22548,21955
13515.0,United Kingdom,85038,22328,84946,21915,21755
13516.0,United Kingdom,85038,22328,84946,21915,21755
13517.0,United Kingdom,85038,22328,84946,21915,21755
13518.0,United Kingdom,85038,22328,21915,22548,21955
13519.0,United Kingdom,85038,22328,84946,21915,21755
13520.0,Switzerland,85038,22328,84946,21915,21755
13521.0,United Kingdom,85038,22328,84946,21915,21755
13522.0,United Kingdom,85038,22328,84946,21915,21755
13523.0,United Kingdom,85038,22328,84946,21915,21755
13524.0,United Kingdom,85038,22328,84946,21915,21755
13525.0,United Kingdom,85038,22328,84946,21915,21755
13526.0,United Kingdom,85038,22328,84946,21915,21755
13527.0,United Kingdom,85038,22328,84946,21915,21755
13529.0,United Kingdom,85038,22328,84946,21915,21755
13530.0,United Kingdom,85038,22328,84946,21915,21755
13531.0,United Kingdom,85038,22328,84946,21915,21755
13532.0,United Kingdom,85038,22328,84946,21915,21755
13533.0,United Kingdom,85038,22328,84946,21915,21755
13534.0,United Kingdom,85038,22328,21915,22548,21955
13535.0,United Kingdom,85038,22328,84946,21915,21755
13536.0,United Kingdom,85038,22328,84946,21915,21755
13537.0,United Kingdom,85038,22328,84946,21915,21755
13538.0,United Kingdom,85038,22328,84946,21915,21755
13539.0,United Kingdom,85038,22328,84946,21915,21755
13540.0,United Kingdom,85038,22328,84946,21915,21755
13541.0,United Kingdom,85038,22328,84946,21915,21755
13542.0,United Kingdom,85038,22328,84946,21915,21755
13543.0,United Kingdom,85038,22328,84946,21915,21755
13544.0,United Kingdom,85038,22328,84946,21915,21755
13545.0,United Kingdom,85038,22328,84946,21915,21755
13546.0,United Kingdom,85038,22328,84946,21915,21755
13547.0,United Kingdom,85038,22328,84946,21915,21755
13548.0,United Kingdom,85038,22328,84946,21915,21755
13549.0,United Kingdom,85038,22328,84946,21915,21755
13550.0,United Kingdom,85038,22328,84946,21915,21755
13551.0,United Kingdom,85038,22328,84946,21915,21755
13552.0,United Kingdom,85038,22328,84946,21915,21755
13553.0,United Kingdom,85038,22328,84946,21915,21755
13554.0,United Kingdom,85038,22328,84946,21915,21755
13555.0,United Kingdom,85038,22328,84946,21915,21755
13556.0,United Kingdom,85038,22328,84946,21915,21755
13557.0,United Kingdom,85038,22328,84946,21915,21755
13558.0,United Kingdom,85038,22328,84946,21915,21755
13559.0,United Kingdom,85038,22328,84946,21915,21755
13560.0,United Kingdom,85038,22328,84946,21915,21755
13561.0,United Kingdom,85038,22328,84946,21915,21755
13562.0,United Kingdom,85038,22328,84946,21915,21755
13563.0,United Kingdom,85038,22328,84946,21915,21755
13564.0,United Kingdom,85038,22328,84946,21915,21755
13565.0,United Kingdom,85038,22328,84946,21915,21755
13566.0,United Kingdom,85038,22328,84946,21915,21755
13567.0,United Kingdom,85038,22328,84946,21915,21755
13568.0,United Kingdom,85038,22328,84946,21915,21755
13569.0,United Kingdom,85038,22328,84946,21915,21755
13570.0,United Kingdom,85038,22328,84946,21915,21755
13571.0,United Kingdom,85038,22328,84946,21915,21755
13572.0,United Kingdom,85038,22328,84946,21915,21755
13573.0,United Kingdom,85038,22328,84946,21915,21755
13574.0,United Kingdom,85038,22328,84946,21915,21755
13575.0,United Kingdom,85038,22328,84946,21915,21755
13576.0,United Kingdom,85038,22328,84946,21915,21755
13577.0,United Kingdom,85038,22328,84946,21915,21755
13578.0,United Kingdom,85038,22328,84946,21915,21755
13579.0,United Kingdom,85038,22328,84946,21915,21755
13580.0,United Kingdom,85038,22328,84946,21915,21755
13581.0,United Kingdom,85038,22328,84946,21915,21755
13582.0,United Kingdom,85038,22328,84946,21915,21755
13583.0,United Kingdom,85038,22328,84946,21915,21755
13584.0,United Kingdom,85038,22328,84946,21915,21755
13585.0,United Kingdom,85038,22328,84946,21915,21755
13586.0,United Kingdom,85038,22328,84946,21915,21755
13587.0,United Kingdom,85038,22328,84946,21915,21755
13588.0,United Kingdom,85038,22328,84946,21915,21755
13589.0,United Kingdom,85038,22328,84946,21915,21755
13590.0,United Kingdom,85038,22328,84946,21915,21755
13591.0,United Kingdom,85038,22328,84946,21915,21755
13592.0,United Kingdom,85038,22328,84946,21915,21755
13593.0,United Kingdom,85038,22328,84946,21915,21755
13594.0,United Kingdom,85038,22328,84946,21915,21755
13595.0,United Kingdom,85038,22328,84946,21915,21755
13596.0,United Kingdom,85038,22328,84946,21915,21755
13597.0,United Kingdom,85038,22328,84946,21915,21755
13598.0,United Kingdom,85038,22328,84946,21915,21755
13599.0,United Kingdom,85038,22328,84946,21915,21755
13600.0,United Kingdom,85038,22328,84946,21915,21755
13601.0,United Kingdom,85038,22328,84946,21915,21755
13602.0,United Kingdom,85038,22328,84946,21915,21755
13603.0,United Kingdom,85038,22328,84946,21915,21755
13604.0,United Kingdom,85038,22328,84946,21915,21755
13605.0,United Kingdom,85038,22328,84946,21915,21755
13606.0,United Kingdom,85038,22328,84946,21915,21755
13607.0,United Kingdom,85038,22328,84946,21915,21755
13608.0,United Kingdom,85038,22328,84946,21915,21755
13609.0,United Kingdom,85038,22328,84946,21915,21755
13610.0,United Kingdom,85038,22328,84946,21915,21755
13611.0,United Kingdom,85038,22328,84946,21915,21755
13612.0,United Kingdom,85038,22328,84946,21915,21755
13613.0,United Kingdom,85038,22328,84946,21915,21755
13614.0,United Kingdom,85038,22328,84946,21915,21755
13615.0,United Kingdom,85038,22328,84946,21915,21755
13616.0,United Kingdom,85038,22328,84946,21915,21755
13617.0,United Kingdom,85038,22328,84946,21915,21755
13618.0,United Kingdom,85038,22328,84946,21915,21755
13619.0,United Kingdom,85038,22328,84946,21915,21755
13620.0,United Kingdom,85038,22328,84946,21915,21755
13621.0,United Kingdom,85038,22328,84946,21915,21755
13622.0,United Kingdom,85038,22328,84946,21915,21755
13623.0,United Kingdom,85038,22328,84946,21915,21755
13624.0,United Kingdom,85038,22328,84946,21915,21755
13625.0,United Kingdom,85038,22328,84946,21915,21755
13626.0,United Kingdom,85038,22328,84946,21915,21755
13627.0,United Kingdom,85038,22328,84946,21915,21755
13628.0,United Kingdom,85038,22328,84946,21915,21755
13629.0,United Kingdom,85038,22328,84946,21915,21755
13630.0,United Kingdom,85038,22328,84946,21915,21755
13631.0,United Kingdom,85038,22328,84946,21915,21755
13632.0,United Kingdom,85038,22328,84946,21915,21755
13634.0,United Kingdom,85038,22328,84946,21915,21755
13635.0,United Kingdom,85038,22328,84946,21915,21755
13636.0,United Kingdom,85038,22328,84946,21915,21755
13637.0,United Kingdom,85038,22328,84946,21915,21755
13638.0,United Kingdom,85038,22328,84946,21915,21755
13639.0,United Kingdom,85038,22328,84946,21915,21755
13640.0,United Kingdom,85038,22328,84946,21915,21755
13641.0,United Kingdom,85038,22328,84946,21915,21755
13642.0,United Kingdom,85038,22328,84946,21915,21755
13643.0,United Kingdom,85038,22328,84946,21915,21755
13644.0,United Kingdom,85038,22328,84946,21915,21755
13645.0,United Kingdom,85038,22328,84946,21915,21755
13646.0,United Kingdom,85038,22328,84946,21915,21755
13647.0,United Kingdom,85038,22328,84946,21915,21755
13648.0,United Kingdom,85038,22328,84946,21915,21755
13649.0,United Kingdom,85038,22328,84946,21915,21755
13650.0,United Kingdom,85038,22328,84946,21915,21755
13651.0,United Kingdom,85038,22328,84946,21915,21755
13652.0,United Kingdom,85038,22328,84946,21915,21755
13653.0,United Kingdom,85038,22328,84946,21915,21755
13654.0,United Kingdom,85038,22328,84946,21915,21755
13655.0,United Kingdom,85038,22328,84946,21915,21755
13656.0,United Kingdom,85038,22328,84946,21915,21755
13657.0,United Kingdom,85038,22328,84946,21915,21755
13658.0,United Kingdom,85038,22328,84946,21915,21755
13659.0,United Kingdom,85038,22328,84946,21915,21755
13660.0,United Kingdom,85038,22328,84946,21915,21755
13661.0,United Kingdom,85038,22328,84946,21915,21755
13662.0,United Kingdom,85038,22328,84946,21915,21755
13663.0,United Kingdom,85038,22328,84946,21915,21755
13665.0,United Kingdom,85038,22328,84946,21915,21755
13666.0,United Kingdom,85038,22328,84946,21915,21755
13667.0,United Kingdom,85038,22328,84946,21915,21755
13668.0,United Kingdom,85038,22328,84946,21915,21755
13669.0,United Kingdom,85038,22328,84946,21915,21755
13670.0,United Kingdom,85038,22328,84946,21915,21755
13671.0,United Kingdom,85038,22328,84946,21915,21755
13672.0,United Kingdom,85038,22328,84946,21915,21755
13673.0,United Kingdom,85038,22328,84946,21915,21755
13674.0,United Kingdom,85038,22328,84946,21915,21755
13675.0,United Kingdom,85038,22328,84946,21915,21755
13676.0,United Kingdom,85038,22328,84946,21915,21755
13677.0,United Kingdom,85038,22328,84946,21915,21755
13678.0,United Kingdom,85038,22328,84946,21915,21755
13679.0,United Kingdom,85038,22328,84946,21915,21755
13680.0,United Kingdom,85038,22328,84946,21915,21755
13681.0,United Kingdom,85038,22328,84946,21915,21755
13682.0,United Kingdom,85038,22328,84946,21915,21755
13683.0,United Kingdom,85038,22328,84946,21915,21755
13684.0,United Kingdom,85038,22328,84946,21915,21755
13685.0,United Kingdom,85038,22328,84946,21915,21755
13686.0,United Kingdom,85038,22328,84946,21915,21755
13687.0,United Kingdom,85038,22328,84946,21915,21755
13688.0,United Kingdom,85038,22328,84946,21915,21755
13689.0,United Kingdom,85038,22328,84946,21915,21755
13690.0,United Kingdom,85038,22328,84946,21915,21755
13691.0,United Kingdom,85038,22328,84946,21915,21755
13692.0,United Kingdom,85038,22328,84946,21915,21755
13693.0,United Kingdom,85038,22328,84946,21915,21755
13694.0,United Kingdom,85038,22328,84946,21915,21755
13695.0,United Kingdom,85038,22328,84946,21915,21755
13696.0,United Kingdom,85038,22328,84946,21915,21755
13697.0,United Kingdom,85038,22328,84946,21915,21755
13698.0,United Kingdom,85038,22328,84946,21915,21755
13699.0,United Kingdom,85038,22328,84946,21915,21755
13700.0,United Kingdom,85038,22328,84946,21915,21755
13701.0,United Kingdom,85038,22328,84946,21915,21755
13702.0,United Kingdom,85038,22328,84946,21915,21755
13703.0,United Kingdom,85038,22328,84946,21915,21755
13704.0,United Kingdom,85038,22328,84946,21915,21755
13705.0,United Kingdom,85038,22328,84946,21915,21755
13706.0,United Kingdom,85038,22328,84946,21915,21755
13707.0,United Kingdom,85038,22328,84946,21915,21755
13708.0,United Kingdom,85038,22328,84946,21915,21755
13709.0,United Kingdom,85038,22328,84946,21915,21755
13710.0,United Kingdom,85038,22328,84946,21915,21755
13711.0,United Kingdom,85038,22328,84946,21915,21755
13712.0,United Kingdom,85038,22328,84946,21915,21755
13713.0,United Kingdom,85038,22328,84946,21915,21755
13714.0,United Kingdom,85038,22328,84946,21915,21755
13715.0,United Kingdom,85038,22328,84946,21915,21755
13716.0,United Kingdom,85038,22328,84946,21915,21755
13717.0,United Kingdom,85038,22328,84946,21915,21755
13718.0,United Kingdom,85038,22328,84946,21915,21755
13719.0,United Kingdom,85038,22328,84946,21915,21755
13720.0,United Kingdom,85038,22328,84946,21915,21755
13721.0,United Kingdom,85038,22328,84946,21915,21755
13722.0,United Kingdom,85038,22328,84946,21915,21755
13723.0,United Kingdom,85038,22328,84946,21915,21755
13724.0,United Kingdom,85038,22328,84946,21915,21755
13725.0,United Kingdom,85038,22328,84946,21915,21755
13726.0,United Kingdom,85038,22328,84946,21915,21755
13727.0,United Kingdom,85038,22328,84946,21915,21755
13728.0,United Kingdom,85038,22328,84946,21915,21755
13729.0,United Kingdom,85038,22328,84946,21915,21755
13730.0,United Kingdom,85038,22328,84946,21915,21755
13731.0,United Kingdom,85038,22328,84946,21915,21755
13732.0,United Kingdom,85038,22328,84946,21915,21755
13733.0,United Kingdom,85038,22328,84946,21915,21755
13734.0,United Kingdom,85038,22328,84946,21915,21755
13735.0,United Kingdom,85038,22328,84946,21915,21755
13736.0,United Kingdom,85038,22328,84946,21915,21755
13737.0,United Kingdom,85038,22328,84946,21915,21755
13738.0,United Kingdom,85038,22328,84946,21915,21755
13739.0,United Kingdom,85038,22328,84946,21915,21755
13740.0,United Kingdom,85038,22328,84946,21915,21755
13741.0,United Kingdom,85038,22328,84946,21915,21755
13742.0,United Kingdom,85038,22328,84946,21915,21755
13743.0,United Kingdom,85038,22328,84946,21915,21755
13744.0,United Kingdom,85038,22328,84946,21915,21755
13745.0,United Kingdom,85038,22328,84946,21915,21755
13746.0,United Kingdom,85038,22328,84946,21915,21755
13747.0,United Kingdom,85038,22328,84946,21915,21755
13748.0,United Kingdom,85038,22328,84946,21915,21755
13750.0,United Kingdom,85038,22328,84946,21915,21755
13751.0,United Kingdom,85038,22328,84946,21915,21755
13752.0,United Kingdom,85038,22328,84946,21915,21755
13753.0,United Kingdom,85038,22328,84946,21915,21755
13754.0,United Kingdom,85038,22328,84946,21915,21755
13755.0,United Kingdom,85038,22328,84946,21915,21755
13756.0,United Kingdom,85038,22328,84946,21915,21755
13757.0,United Kingdom,85038,22328,84946,21915,21755
13758.0,United Kingdom,85038,22328,84946,21915,21755
13759.0,United Kingdom,85038,22328,84946,21915,21755
13760.0,United Kingdom,85038,22328,84946,21915,21755
13761.0,United Kingdom,85038,22328,84946,21915,21755
13762.0,United Kingdom,85038,22328,84946,21915,21755
13763.0,United Kingdom,85038,22328,84946,21915,21755
13764.0,United Kingdom,85038,22328,84946,21915,21755
13765.0,United Kingdom,85038,22328,84946,21915,21755
13766.0,United Kingdom,85038,22328,84946,21915,21755
13767.0,United Kingdom,85038,22328,84946,21915,21755
13768.0,United Kingdom,85038,22328,84946,21915,21755
13769.0,United Kingdom,85038,22328,84946,21915,21755
13770.0,United Kingdom,85038,22328,84946,21915,21755
13771.0,United Kingdom,85038,22328,84946,21915,21755
13772.0,United Kingdom,85038,22328,84946,21915,21755
13773.0,United Kingdom,85038,22328,84946,21915,21755
13774.0,United Kingdom,85038,22328,84946,21915,21755
13775.0,United Kingdom,85038,22328,84946,21915,21755
13776.0,United Kingdom,85038,22328,84946,21915,21755
13777.0,United Kingdom,85038,22328,84946,21915,21755
13778.0,United Kingdom,85038,22328,84946,21915,21755
13779.0,United Kingdom,85038,22328,84946,21915,21755
13780.0,United Kingdom,85038,22328,84946,21915,21755
13781.0,United Kingdom,85038,22328,84946,21915,21755
13782.0,United Kingdom,85038,22328,84946,21915,21755
13783.0,United Kingdom,85038,22328,84946,21915,21755
13784.0,United Kingdom,85038,22328,84946,21915,21755
13785.0,United Kingdom,85038,22328,84946,21915,21755
13786.0,United Kingdom,85038,22328,84946,21915,21755
13787.0,United Kingdom,85038,22328,84946,21915,21755
13788.0,United Kingdom,85038,22328,84946,21915,21755
13789.0,United Kingdom,85038,22328,84946,21915,21755
13790.0,United Kingdom,85038,22328,84946,21915,21755
13791.0,United Kingdom,85038,22328,84946,21915,21755
13792.0,United Kingdom,85038,22328,84946,21915,21755
13793.0,United Kingdom,85038,22328,84946,21915,21755
13794.0,United Kingdom,85038,22328,84946,21915,21755
13795.0,United Kingdom,85038,22328,84946,21915,21755
13796.0,United Kingdom,85038,22328,84946,21915,21755
13797.0,United Kingdom,85038,22328,84946,21915,21755
13798.0,United Kingdom,85038,22328,84946,21915,21755
13799.0,United Kingdom,85038,22328,84946,21915,21755
13800.0,United Kingdom,85038,22328,84946,21915,21755
13801.0,United Kingdom,85038,22328,84946,21915,21755
13802.0,United Kingdom,85038,22328,84946,21915,21755
13803.0,United Kingdom,85038,22328,84946,21915,21755
13804.0,United Kingdom,85038,22328,84946,21915,21755
13805.0,United Kingdom,85038,22328,84946,21915,21755
13806.0,United Kingdom,85038,22328,84946,21915,21755
13807.0,United Kingdom,85038,22328,84946,21915,21755
13808.0,United Kingdom,85038,22328,84946,21915,21755
13809.0,Cyprus,85038,22328,84946,21915,21755
13810.0,Germany,85038,22328,84946,21915,21755
13811.0,Germany,85038,22328,84946,21915,21755
13812.0,Germany,85038,22328,84946,21915,21755
13813.0,Germany,85038,22328,84946,21915,21755
13814.0,Germany,85038,22328,84946,21915,21755
13815.0,Germany,85038,22328,84946,21915,21755
13816.0,Germany,85038,22328,84946,21915,21755
13817.0,Germany,85038,22328,84946,21915,21755
13818.0,United Kingdom,85038,22328,84946,21915,21755
13819.0,United Kingdom,85038,22328,84946,21915,21755
13820.0,United Kingdom,85038,22328,84946,21915,21755
13821.0,United Kingdom,85038,22328,84946,21915,21755
13822.0,United Kingdom,22549,22548,22328,22244,21915
13823.0,United Kingdom,85038,22548,22328,21915,21955
13824.0,United Kingdom,85038,22548,22328,21915,21955
13825.0,United Kingdom,85038,22548,22328,21915,21955
13826.0,United Kingdom,85038,22548,22328,21915,21955
13827.0,United Kingdom,85038,22548,22328,21915,21955
13828.0,United Kingdom,85038,22548,22328,21915,21955
13829.0,United Kingdom,85038,22548,22328,21915,21955
13830.0,United Kingdom,85038,22548,22328,21915,21955
13831.0,United Kingdom,85038,22328,84946,21915,21755
13832.0,United Kingdom,85038,22328,84946,21915,21755
13833.0,United Kingdom,85038,22328,84946,21915,21755
13834.0,United Kingdom,85038,22328,84946,21915,21755
13835.0,United Kingdom,85038,22328,84946,21915,21755
13836.0,United Kingdom,85038,22328,84946,21915,21755
13837.0,United Kingdom,85038,22328,84946,21915,21755
13838.0,United Kingdom,85038,22328,84946,21915,21755
13839.0,United Kingdom,85038,22328,84946,21915,21755
13840.0,United Kingdom,85038,22328,84946,21915,21755
13841.0,United Kingdom,85038,22328,84946,21915,21755
13842.0,United Kingdom,85038,22328,84946,21915,21755
13843.0,United Kingdom,85038,22328,84946,21915,21755
13844.0,United Kingdom,85038,22328,84946,21915,21755
13845.0,United Kingdom,85038,22328,84946,21915,21755
13846.0,United Kingdom,85038,22328,84946,21915,21755
13847.0,United Kingdom,85038,22328,84946,21915,21755
13848.0,United Kingdom,85038,22328,84946,21915,21755
13849.0,United Kingdom,85038,22328,84946,21915,21755
13850.0,United Kingdom,85038,22328,84946,21915,21755
13851.0,United Kingdom,85038,22328,84946,21915,21755
13852.0,United Kingdom,85038,22328,84946,21915,21755
13853.0,United Kingdom,85038,22328,84946,21915,21755
13854.0,United Kingdom,85038,22328,84946,21915,21755
13855.0,United Kingdom,85038,22328,84946,21915,21755
13856.0,United Kingdom,85038,22328,84946,21915,21755
13857.0,United Kingdom,85038,22328,84946,21915,21755
13858.0,United Kingdom,85038,22328,84946,21915,21755
13859.0,United Kingdom,85038,22328,84946,21915,21755
13860.0,United Kingdom,85038,22328,84946,21915,21755
13861.0,United Kingdom,85038,22328,84946,21915,21755
13862.0,United Kingdom,85038,22328,84946,21915,21755
13863.0,United Kingdom,85038,22328,84946,21915,21755
13864.0,United Kingdom,85038,22328,84946,21915,21755
13865.0,United Kingdom,85038,22328,84946,21915,21755
13866.0,United Kingdom,85038,22328,84946,21915,21755
13867.0,United Kingdom,85038,22328,84946,21915,21755
13868.0,United Kingdom,85038,22328,84946,21915,21755
13869.0,United Kingdom,85038,22328,84946,21915,21755
13870.0,United Kingdom,85038,22328,84946,21915,21755
13871.0,United Kingdom,85038,22328,84946,21915,21755
13872.0,United Kingdom,85038,22328,84946,21915,21755
13873.0,United Kingdom,85038,22328,84946,21915,21755
13874.0,United Kingdom,85038,22328,84946,21915,21755
13875.0,United Kingdom,85038,22328,84946,21915,21755
13876.0,United Kingdom,85038,22328,84946,21915,21755
13877.0,United Kingdom,85038,22328,84946,21915,21755
13878.0,United Kingdom,85038,22328,84946,21915,21755
13879.0,United Kingdom,85038,22328,84946,21915,21755
13880.0,United Kingdom,85038,22328,84946,21915,21755
13881.0,United Kingdom,85038,22328,84946,21915,21755
13882.0,United Kingdom,85038,22328,84946,21915,21755
13883.0,United Kingdom,85038,22328,84946,21915,21755
13884.0,United Kingdom,85038,22328,84946,21915,21755
13885.0,United Kingdom,85038,22328,84946,21915,21755
13886.0,United Kingdom,85038,22328,84946,21915,21755
13887.0,United Kingdom,85038,22328,84946,21915,21755
13888.0,United Kingdom,85038,22328,84946,21915,21755
13889.0,United Kingdom,85038,22328,84946,21915,21755
13890.0,United Kingdom,85038,22328,84946,21915,21755
13891.0,United Kingdom,85038,22328,84946,21915,21755
13892.0,United Kingdom,85038,22328,84946,21915,21755
13893.0,United Kingdom,85038,22328,84946,21915,21755
13894.0,United Kingdom,85038,22328,84946,21915,21755
13895.0,United Kingdom,85038,22328,84946,21915,21755
13896.0,United Kingdom,85038,22328,84946,21915,21755
13897.0,United Kingdom,85038,22328,84946,21915,21755
13898.0,United Kingdom,85038,22328,84946,21915,21755
13899.0,United Kingdom,85038,22328,84946,21915,21755
13900.0,United Kingdom,85038,22328,84946,21915,21755
13901.0,United Kingdom,85038,22328,84946,21915,21755
13902.0,Denmark,85038,22328,84946,21915,21755
13903.0,United Kingdom,85038,22328,84946,21915,21755
13904.0,United Kingdom,85038,22328,84946,21915,21755
13905.0,United Kingdom,85038,22328,84946,21915,21755
13906.0,United Kingdom,85038,22328,84946,21915,21755
13907.0,United Kingdom,85038,22328,84946,21915,21755
13908.0,United Kingdom,85038,22328,84946,21915,21755
13909.0,United Kingdom,85038,22328,84946,21915,21755
13911.0,United Kingdom,85038,22328,84946,21915,21755
13912.0,United Kingdom,85038,22328,84946,21915,21755
13913.0,United Kingdom,85038,22328,84946,21915,21755
13914.0,United Kingdom,85038,22328,84946,21915,21755
13915.0,United Kingdom,85038,22328,84946,21915,21755
13916.0,United Kingdom,22549,22548,22328,22244,21915
13917.0,United Kingdom,85038,22328,84946,21915,21755
13918.0,United Kingdom,85038,22328,84946,21915,21755
13919.0,Denmark,85038,22328,84946,21915,21755
13920.0,United Kingdom,85038,22328,84946,21915,21755
13921.0,United Kingdom,85038,22328,84946,21915,21755
13922.0,United Kingdom,85038,22328,84946,21915,21755
13923.0,United Kingdom,85038,22328,84946,21915,21755
13924.0,United Kingdom,85038,22328,84946,21915,21755
13925.0,United Kingdom,85038,22328,84946,21915,21755
13926.0,United Kingdom,85038,22328,84946,21915,21755
13927.0,United Kingdom,85038,22328,84946,21915,21755
13928.0,United Kingdom,85038,22328,84946,21915,21755
13929.0,United Kingdom,85038,22328,84946,21915,21755
13930.0,United Kingdom,85038,22328,84946,21915,21755
13931.0,United Kingdom,85038,22328,84946,21915,21755
13932.0,United Kingdom,22549,22548,22328,22244,21915
13933.0,United Kingdom,85038,22328,84946,21915,21755
13934.0,United Kingdom,85038,22328,84946,21915,21755
13935.0,United Kingdom,85038,22328,84946,21915,21755
13936.0,United Kingdom,85038,22328,84946,21915,21755
13937.0,United Kingdom,85038,22328,84946,21915,21755
13938.0,United Kingdom,85038,22328,84946,21915,21755
13939.0,United Kingdom,85038,22328,84946,21915,21755
13940.0,United Kingdom,85038,22328,84946,21915,21755
13941.0,United Kingdom,85038,22328,84946,21915,21755
13942.0,United Kingdom,85038,22328,84946,21915,21755
13943.0,United Kingdom,85038,22328,84946,21915,21755
13944.0,United Kingdom,85038,22328,84946,21915,21755
13945.0,United Kingdom,85038,22328,84946,21915,21755
13946.0,United Kingdom,85038,22328,84946,21915,21755
13947.0,United Kingdom,85038,22328,84946,21915,21755
13948.0,United Kingdom,85038,22328,84946,21915,21755
13949.0,United Kingdom,85038,22328,84946,21915,21755
13950.0,United Kingdom,85038,22328,84946,21915,21755
13951.0,United Kingdom,85038,22328,84946,21915,21755
13952.0,United Kingdom,85038,22328,84946,21915,21755
13953.0,United Kingdom,85038,22328,84946,21915,21755
13954.0,United Kingdom,85038,22328,84946,21915,21755
13955.0,United Kingdom,85038,22328,84946,21915,21755
13956.0,United Kingdom,85038,22328,84946,21915,21755
13957.0,United Kingdom,85038,22328,84946,21915,21755
13958.0,United Kingdom,85038,22328,84946,21915,21755
13959.0,United Kingdom,85038,22328,84946,21915,21755
13960.0,United Kingdom,85038,22328,84946,21915,21755
13961.0,United Kingdom,85038,22328,84946,21915,21755
13962.0,United Kingdom,85038,22328,84946,21915,21755
13963.0,United Kingdom,85038,22328,84946,21915,21755
13964.0,United Kingdom,85038,22328,84946,21915,21755
13965.0,United Kingdom,85038,22328,84946,21915,21755
13966.0,United Kingdom,85038,22328,84946,21915,21755
13967.0,United Kingdom,85038,22328,84946,21915,21755
13968.0,United Kingdom,85038,22328,84946,21915,21755
13969.0,United Kingdom,85038,22328,84946,21915,21755
13970.0,United Kingdom,85038,22328,84946,21915,21755
13971.0,United Kingdom,85038,22328,84946,21915,21755
13972.0,United Kingdom,85038,22328,84946,21915,21755
13973.0,United Kingdom,85038,22328,84946,21915,21755
13974.0,United Kingdom,85038,22328,84946,21915,21755
13975.0,United Kingdom,85038,22328,84946,21915,21755
13976.0,United Kingdom,85038,22328,84946,21915,21755
13977.0,United Kingdom,85038,22328,84946,21915,21755
13978.0,United Kingdom,85038,22328,84946,21915,21755
13979.0,United Kingdom,85038,22328,84946,21915,21755
13980.0,United Kingdom,85038,22328,84946,21915,21755
13981.0,United Kingdom,85038,22328,84946,21915,21755
13982.0,United Kingdom,85038,22328,84946,21915,21755
13983.0,United Kingdom,85038,22328,84946,21915,21755
13984.0,United Kingdom,85038,22328,84946,21915,21755
13985.0,United Kingdom,85038,22328,84946,21915,21755
13986.0,United Kingdom,85038,22328,84946,21915,21755
13987.0,United Kingdom,85038,22328,84946,21915,21755
13988.0,United Kingdom,85038,22328,84946,21915,21755
13989.0,United Kingdom,85038,22328,84946,21915,21755
13990.0,United Kingdom,85038,22328,84946,21915,21755
13991.0,United Kingdom,85038,22328,84946,21915,21755
13992.0,United Kingdom,85038,22328,84946,21915,21755
13993.0,United Kingdom,85038,22328,84946,21915,21755
13994.0,United Kingdom,85038,22328,84946,21915,21755
13995.0,United Kingdom,85038,22328,84946,21915,21755
13996.0,United Kingdom,85038,22328,84946,21915,21755
13997.0,United Kingdom,85038,22328,84946,21915,21755
13998.0,United Kingdom,85038,22328,84946,21915,21755
13999.0,United Kingdom,85038,22328,84946,21915,21755
14000.0,United Kingdom,85038,22328,84946,21915,21755
14001.0,United Kingdom,85038,22328,84946,21915,21755
14002.0,United Kingdom,85038,22328,84946,21915,21755
